num,year,title,genre,tags,star,note
38,2023,Coffee Talk Episode 2: Hibiscus & Butterfly,Narrative,"cozy,cyberpunk",false,Cyberpunk barista sequel. Fantasy Seattle total relaxation jazz vibes.
39,2023,Dave the Diver,Adventure,"cozy,mystery",false,Diving by day sushi restaurant by night. Pixel/3D mix one of 2023s best.
40,2023,Dredge,Adventure,"horror,mystery",false,Fishing + Lovecraftian horror. Night pixel art oppressive atmosphere.
41,2023,El Paso Elsewhere,Action,"noir,horror,mystery",false,Supernatural neo-noir pixel. Isometric shooter featuring a demonic ex.
42,2023,Oxenfree II: Lost Signals,Adventure,"mystery,horror",false,Teen horror narrative sequel. Radios ghosts ultra-modern pixel art.
43,2023,Paranormasight: The Seven Mysteries of Honjo,Narrative,"horror,mystery",false,Square Enix mystery horror VN set in 1980s Tokyo. Japanese folklore and curses.
44,2023,Pizza Tower,Action,"classic,mystery",false,Pure Wario Land-style pixel platformer. Incredible animations.
45,2023,Planet of Lana,Puzzle,"mystery,cozy,scifi",false,Cinematic pixel puzzle platformer. A girl and her feline companion save a planet from invasion. Unrivaled visual artistry in hand-painted pixel style.
46,2023,Read Only Memories: NEURODIVER,Adventure,"cyberpunk,scifi",false,Cyberpunk cult sequel. A psychic who reads memories in neon Neo-SF.
47,2023,Sea of Stars,RPG,"rpg,classic",false,Tribute to 16-bit JRPGs. Turn-based combat excellent pixel art.
48,2023,Slay the Princess,Narrative,"horror,mystery",false,Black Tabby Games. Psychological horror VN where every choice reshapes the princess. Infinite narrative branches. Dark subversive meta-horror. Widely acclaimed.
49,2023,Storyteller,Puzzle,"mystery,classic",false,Narrative puzzle: compose stories with characters and pixel art scenes.
50,2023,Terra Nil,Sim,"cozy,scifi",false,Reverse city builder: restore the ecosystem then vanish. Zen pixel.
51,2023,The Excavation of Hob's Barrow,P&C,"horror,mystery",false,Victorian gothic horror in Yorkshire. Slowly unsettling atmosphere.
52,2023,Venba,Narrative,cozy,false,Indian immigration told through recipes. Emotional and brief.
53,2022,ANNO: Mutationem,Action,"cyberpunk,scifi",false,Cyberpunk action RPG 3D/2D pixel alternation. Neon megacorp hackers.
54,2022,Chained Echoes,RPG,"fantasy,retro",false,"Matthias Linda (solo dev). SNES-style JRPG with mechs, dragons and an overdrive combat system. Widely compared to Chrono Trigger. Masterful 16-bit pixel art."
55,2022,Chinatown Detective Agency,P&C,"noir,mystery,cyberpunk",false,Futuristic detective in Singapore 2032. Real-world geography puzzles.
56,2022,Citizen Sleeper,Narrative,"scifi,cyberpunk",false,Robotic body dice survival on a space station.
57,2022,Cult of the Lamb,RPG,"horror,rpg",false,Pixel roguelite: lead a cult of animals. Dark and adorable.
58,2022,Neon White,Action,"cyberpunk,scifi",false,Neon pixel art speedrun FPS with a visual novel between missions.
59,2022,Nobody Saves the World,RPG,"rpg,mystery",false,Shape-shifting pixel RPG. Transform into monsters to clear dungeons.
60,2022,Norco,P&C,"noir,mystery",false,Surreal Southern Gothic in Louisiana. Extraordinary writing.
61,2022,Pentiment,Narrative,"mystery,classic",false,Medieval narrative RPG by Obsidian. Illuminated manuscript style 16th century.
62,2022,Perfect Tides,P&C,"cozy,mystery",false,Autobiographical P&C set in the early 2000s. Touching coming-of-age.
63,2022,Return to Monkey Island,P&C,"classic,mystery",false,Ron Gilbert returns with Guybrush. Humor and nostalgia intact.
64,2022,Rogue Legacy 2,Roguelite,"action,fantasy",false,"Cellar Door Games. Metroidvania roguelite where each run passes the castle to a new heir with unique traits. Colorful pixel art, endless class variety and an irresistible loop."
65,2022,Signalis,Adventure,"horror,scifi,noir",true,Dystopian survival horror with robot replicants. Silent Hill vibes. Masterpiece.
66,2022,Strange Horticulture,Adventure,"mystery,horror",false,Occult herbalist. Relaxing pixel mystery with books and maps.
67,2022,Tinykin,Adventure,"cozy,mystery",false,Pixel explorer in a giant house with tiny creatures. Total charm.
68,2022,Tunic,Adventure,"mystery,classic",false,Isometric pixel adventure inspired by Zelda with a manual to decipher.
69,2022,Vampire Survivors,Action,"horror,rpg",false,Global phenomenon pixel roguelite. Survive monster hordes with frantic auto-attacking.
70,2021,Backbone,Adventure,"noir,cyberpunk,mystery",true,Raccoon detective in dystopian Vancouver. High-resolution pixel art.
71,2021,Chicory: A Colorful Tale,Adventure,"cozy,mystery",false,Black-and-white pixel adventure: you paint the world. Moving and unique by Greg Lobanov.
72,2021,Deltarune Chapter 2,RPG,"mystery,rpg",false,Undertale sequel. Expressive pixel humor and melancholy.
73,2021,Disco Elysium: The Final Cut,RPG,"noir,mystery,rpg",true,Absolute masterpiece. Crisis-ridden detective dialogue-only RPG. GOTY.
74,2021,Eastward,RPG,"rpg,scifi",false,Post-apocalyptic father-daughter action RPG. Breathtaking graphics.
75,2021,Hoa,Puzzle,"cozy,mystery",false,Tender pixel art puzzle platformer inspired by Studio Ghibli.
76,2021,Inscryption,RPG,"horror,mystery,rpg",true,Meta-horror narrative roguelite with cards. Layer after layer reveals dark secrets. Masterpiece.
77,2021,Lacuna: A Sci-Fi Noir Adventure,P&C,"noir,scifi,mystery",false,P&C detective on an alien planet political crisis. Cyberpunk pixel.
78,2021,Lake,Narrative,cozy,false,Postwoman in an 80s small town. Slow relaxing a story about life choices.
79,2021,Loop Hero,RPG,"rpg,mystery",false,Pixel loop roguelike rebuild the world piece by piece.
80,2021,Minute of Islands,Adventure,"mystery,scifi",false,Solitary pixel adventure in a world of floating islands. Dark poetic tones.
81,2021,Narita Boy,Action,"cyberpunk,scifi",false,80s neon cyberpunk pixel action by Studio Koba. Extraordinary synthwave aesthetic.
82,2021,Olija,Action,"mystery,horror",false,Dark poetic pixel action with a harpoon on a mysterious island. Haunting atmosphere.
83,2021,Papetura,Puzzle,"mystery,cozy",false,Everything made of paper. Silent dreamlike pixel/handcraft.
84,2021,Roki,Adventure,"mystery,cozy",false,Nordic pixel adventure with Scandinavian folklore. Tender and dark together.
85,2021,The Forgotten City,Adventure,"mystery,classic,scifi",false,Roman mystery in a time loop. Skyrim mod remake turned standalone game.
86,2021,Toem,Adventure,cozy,false,Pixel photography adventure. Solve community problems by taking photos. Cozy unique tone.
87,2021,Unpacking,Narrative,cozy,false,Unpacking boxes = telling a life story. Zen poetic domestic pixel.
88,2021,Voice of Cards: The Isle Dragon Roars,RPG,"rpg,mystery",false,RPG entirely played on drawn cards. Oral pixel narration.
89,2021,Wildermyth,RPG,"rpg,mystery",false,Tactical RPG with procedurally generated stories in pixel art.
90,2020,Carrion,Action,"horror,scifi",false,Inverse pixel horror: you are the monster terrorizing the lab.
91,2020,Cloudpunk,Adventure,"cyberpunk,scifi,noir",true,Night courier in Neo-Hong Kong. Pixel 3D/2D branching narrative.
92,2020,Coffee Talk,Narrative,"cozy,cyberpunk",false,Barista in fantasy Seattle with elves and werewolves. Relaxing visual novel.
93,2020,Creaks,Puzzle,"mystery,horror",false,Amanita Design. Pixel puzzle in a castle of creature-furniture. Surreal art.
94,2020,Hades,Action,"rpg,mystery",false,Ultra-modern mythological pixel roguelite. Excellent narrative.
95,2020,Helltaker,Puzzle,"horror,mystery",false,Demonic grid puzzle with surprising dialogue. Minimal pixel style.
96,2020,Interrogation: You Will Be Deceived,Adventure,"noir,mystery",false,Moral detective: difficult interrogation choices. Noir pixel.
97,2020,Iron Lung,Adventure,"horror,scifi",false,Claustrophobic pixel horror in a submarine on an ocean of blood.
98,2020,Murder by Numbers,Puzzle,"mystery,noir",false,Nonogram + 90s detective. Colorful pixel synth music.
99,2020,Omori,RPG,"horror,mystery,rpg",false,Psychological RPG on depression and trauma. Two worlds dreamy pixel. Masterpiece.
100,2020,Spiritfarer,Sim,"cozy,mystery",false,Run a ferry for souls. Moving relaxing.
101,2020,Suzerain,Narrative,"mystery,scifi,noir",false,Political text RPG. You are a president facing impossible moral choices.
102,2020,Wildfire,Action,"mystery,scifi",false,Stealth pixel with elemental powers in a burning village.
103,2019,A Short Hike,Adventure,cozy,false,Brief pixel adventure on a mountain island. Perfect cozy gem and deeply memorable.
104,2019,Baba Is You,Puzzle,mystery,false,Pixel puzzle where game rules are modifiable objects. Pure genius.
105,2019,Blasphemous,Action,"horror,mystery",false,Horror pixel metroidvania inspired by Spanish sacred art. Dark brutal and beautiful.
106,2019,Disco Elysium,RPG,"noir,mystery,rpg",true,Masterpiece. Dialogue-only RPG amnesiac detective post-ideological world.
107,2019,Elsinore,Adventure,"mystery,classic",false,Ophelia in a time loop during Hamlet. Open dialogue moral choices in pixel.
108,2019,Heaven's Vault,Adventure,"mystery,scifi",false,Linguistic archaeology on a futuristic moon. Unique pixel narrative.
109,2019,Hypnospace Outlaw,Adventure,"mystery,scifi",false,Navigate a parallel 90s internet as a moderator. Wildly original.
110,2019,Indivisible,Action,"rpg,classic",false,Mixed-art pixel action RPG inspired by Valkyrie Profile and Skullgirls.
111,2019,Jenny LeClue: Detectivu,Adventure,"mystery,noir",false,Meta-narrative: junior detective in a quiet town. Mixed pixel art.
112,2019,Katana Zero,Action,"cyberpunk,noir",false,Sword assassin in a neon city. Fierce pixel action distorted narrative.
113,2019,Little Misfortune,Adventure,"horror,mystery,cozy",false,Fran Bow spinoff. A girl follows a mysterious voice in the woods. Dark tender pixel.
114,2019,Lonely Mountains: Downhill,Action,cozy,false,MTB pixel art in lonely mountains. Meditative score attack atmosphere.
115,2019,Mutazione,Narrative,"mystery,cozy",false,Mutation garden visual novel. Post-apocalyptic community and family stories.
116,2019,Neo Cab,Narrative,"cyberpunk,noir,mystery",false,Cabdriver in a neon city last human in a world of autonomous cars.
117,2019,Pathologic 2,Narrative,"horror,mystery",false,Brutal narrative in a town under epidemic. Difficult and unique dystopian pixel.
118,2019,Tales of the Neon Sea,P&C,"cyberpunk,noir,mystery",true,THE reference. Neon city detective robots/humans. Perfect pixel P&C.
119,2019,Untitled Goose Game,Adventure,"cozy,mystery",false,A pixel goose disturbs a quiet English town. Pure relaxing chaos.
120,2019,Whispers of a Machine,P&C,"scifi,mystery,noir",false,Cybernetic post-AI detective. Nordic noir pixel P&C excellently voiced.
121,2019,Yuppie Psycho,Adventure,"horror,mystery",false,First day at a megacorp. Pixel horror corporate satire and the occult.
122,2018,Celeste,Action,"mystery,cozy",false,Pixel platformer on an emotional climb. Depression metaphor perfect mechanics.
123,2018,CrossCode,RPG,"scifi,rpg",false,Pixel action RPG set inside a futuristic MMORPG. Excellent puzzles.
124,2018,Dead Cells,Action,"horror,rpg,scifi",false,Pixel roguelite metroidvania. Fluid combat lore in fragments.
125,2018,Deltarune Chapter 1,RPG,"mystery,rpg",false,Deltarune prologue by Toby Fox. Pixel RPG pacifism vs combat.
126,2018,FAR: Lone Sails,Adventure,"mystery,scifi,cozy",false,Silent post-apocalyptic pixel adventure. Guide a lone vehicle across the wasteland.
127,2018,Hero-U: Rogue to Redemption,RPG,"rpg,mystery,classic",false,Narrative RPG by Sierra alumni. School of thieves pixel rich dialogue.
128,2018,Into the Breach,Puzzle,"scifi,rpg",false,Future pixel mechs. Strategic roguelite puzzle masterpiece.
129,2018,Lamplight City,P&C,"noir,mystery",false,Grundislav Games. Victorian steampunk detective. Pixel noir P&C with a dark branching narrative.
130,2018,Minit,Adventure,"mystery,cozy",false,B&W: 60 seconds then you die and restart. Brilliant.
131,2018,Omensight,Action,"mystery,scifi",false,Kill the killer before they destroy the world. Time loop pixel.
132,2018,Orwell: Ignorance is Strength,Adventure,"scifi,mystery,noir",false,State surveillance propaganda truth vs lies. Pixel thriller.
133,2018,Return of the Obra Dinn,Puzzle,"mystery,noir,classic",true,Lucas Pope masterpiece. Reconstruct the deaths of 60 sailors. Unique mono pixel. GOTY 2018.
134,2018,The Red Strings Club,Adventure,"cyberpunk,noir,scifi",false,Hacker bartender robots programmed memory. Ethical cyberpunk pixel.
135,2018,Unavowed,P&C,"mystery,scifi",false,Wadjet Eye. Demonic possession supernatural hunters NYC pixel.
136,2018,Wandersong,Adventure,"cozy,mystery",false,A pixel bard saves the world by singing. Colorful joyful adventure brimming with heart.
137,2017,A Hat in Time,Action,"cozy,mystery",false,3D platformer with pixel aesthetic. Enormous charisma cartoon adventure.
138,2017,Battle Chef Brigade,RPG,"cozy,mystery",false,Cooking + combat pixel. Culinary tournament in a fantasy world.
139,2017,Detention,Adventure,"horror,mystery",false,1960s Taiwan under martial law. Horror P&C with harrowing Taoist mythology.
140,2017,Doki Doki Literature Club,Narrative,"horror,mystery",false,A visual novel that breaks itself. Free psychological meta-horror. Starts innocent ends dark.
141,2017,Finding Paradise,Narrative,"mystery,cozy",false,To the Moon sequel. Scientists alter memories before death. Moving.
142,2017,Full Throttle Remastered,P&C,"classic,noir",false,LucasArts 95 remastered. Biker road movie pixel/HD selectable.
143,2017,Golf Story,RPG,"cozy,rpg",false,Pixel golf with a story of sporting redemption. Unique genre mix.
144,2017,Hollow Knight,Action,"mystery,horror,scifi",true,Fundamental pixel metroidvania. Knight insect in a dark underground kingdom. Masterpiece.
145,2017,Night in the Woods,Adventure,"mystery,cozy,horror",false,Cat returns to hometown mysteries and decline. Narrative pixel sidescroller.
146,2017,Paradigm,P&C,"scifi,mystery",false,Mutant in post-apocalyptic Eastern Europe. Surreal dark humor pixel P&C.
147,2017,Rakuen,RPG,"cozy,mystery,rpg",false,Hospitalized child explores a fantasy world. Emotional narrative pixel RPG.
148,2017,Slime Rancher,Sim,"cozy,scifi",false,Pixel slime ranch. Explore an alien planet collecting creatures.
149,2017,The Darkside Detective,P&C,"mystery,horror",false,Spooky Doorway. Episodic pixel P&C detective comedy-horror. Charming low-res art. Strong cult following.
150,2017,The Sexy Brutale,Adventure,"mystery,horror",false,Masquerade on loop: save all guests from the killer every day.
151,2017,Thimbleweed Park,P&C,"mystery,noir,classic",false,Ron Gilbert & Winnick. X-Files + Monkey Island in a bizarre town.
152,2017,Tokyo Dark,Adventure,"noir,horror,mystery",false,Tokyo detective missing partner dark spirit. Japanese pixel art.
153,2016,Darkest Dungeon,RPG,"horror,rpg",false,Gothic horror roguelite management. Stress mental health very dark pixel.
154,2016,Day of the Tentacle Remastered,P&C,"classic,mystery",false,LucasArts 93 remastered. Original pixel selectable.
155,2016,Hyper Light Drifter,Action,"mystery,scifi",false,Textless pixel action RPG. Post-apocalyptic visual lore magnificent.
156,2016,Kathy Rain,P&C,"noir,mystery",false,90s student detective. Classic pixel P&C Twin Peaks atmosphere.
157,2016,OneShot,Adventure,"mystery,scifi,rpg",false,Meta pixel RPG: the game knows you are playing. Unique puzzles enormous lore.
158,2016,Orwell: Keeping an Eye on You,Adventure,"scifi,mystery,noir",false,Mass surveillance analyst. Pixel interface thriller with moral dilemmas.
159,2016,Owlboy,Adventure,"mystery,classic",false,Majestic pixel art developed over 9 years. Moving adventure featuring a mute owl boy.
160,2016,Pony Island,Puzzle,"horror,mystery",false,Meta-horror pixel. An arcade game where something is very wrong. Brief and disturbing.
161,2016,Punch Club,RPG,"rpg,mystery",false,Pixel boxing management. 80-90s style with mysteries and fights.
162,2016,Rusty Lake: Roots,Puzzle,"horror,mystery",false,Rusty Lake series. Generational dark narrative escape-room pixel puzzle.
163,2016,Samorost 3,Puzzle,"mystery,cozy,scifi",false,Amanita Design. Poetic space gnome pixel. Text-free puzzle dreamlike universe.
164,2016,Shardlight,P&C,"scifi,noir,mystery",false,Wadjet Eye. Post-apocalypse epidemic revolution. Dystopian pixel P&C.
165,2016,Stardew Valley,Sim,"cozy,rpg",false,Pixel farming sim about escaping a megacorp. Generational cult.
166,2016,VA-11 Hall-A: Cyberpunk Bartender Action,Narrative,"cyberpunk,cozy,scifi",true,Bartender in a neon dystopia. Conversational visual novel cocktails. Absolute cult.
167,2015,Cube Escape: Seasons,Puzzle,"horror,mystery",false,First Rusty Lake. Free pixel escape room with ever-growing lore.
168,2015,Dropsy,Adventure,"mystery,cozy",false,Deformed clown seeks love. Text-free pixel pure feeling.
169,2015,Fran Bow,Adventure,"horror,mystery",false,Girl in a psychiatric ward with a black cat. Dark tender pixel horror. Cult.
170,2015,Grim Fandango Remastered,P&C,"noir,classic,mystery",false,LucasArts 98 remastered. Manny Calavera detective in the Mexican afterlife.
171,2015,Oxenfree,Adventure,"mystery,horror",false,Teen opens a radio portal on an island. Branching pixel narrative ultra-modern.
172,2015,Read Only Memories,Adventure,"cyberpunk,scifi,mystery",false,Neo-SF 2064 sentient robot friend. Cyberpunk pixel P&C LGBTQ positive.
173,2015,Stasis,P&C,"horror,scifi",false,Sci-fi horror on an abandoned spaceship. Isometric pixel P&C.
174,2015,Technobabylon,P&C,"cyberpunk,scifi,noir",false,Dystopian cyberpunk P&C AI neural drugs. Detailed pixel art rich dialogues.
175,2015,The Detail,Adventure,"noir,mystery",false,Episodic noir in a criminal city. Moral detective choices in pixel.
176,2015,Undertale,RPG,"mystery,rpg,classic",true,RPG that flips the genre: do not kill anyone. Toby Fox. Absolute indie masterpiece.
177,2014,80 Days,Adventure,"mystery,classic,scifi",false,Steampunk pixel Jules Verne. Around the world in 80 days massive branching.
178,2014,A Bird Story,Narrative,"cozy,mystery",false,To the Moon prequel. Brief wordless tender pixel about a little bird.
179,2014,Always Sometimes Monsters,RPG,"noir,mystery,rpg",false,Narrative RPG about everyday moral choices. Realistic pixel art.
180,2014,Blackwell Epiphany,P&C,"mystery,noir,classic",false,Blackwell series finale. Rosangela and Joey medium detective NYC pixel.
181,2014,Jazzpunk,Adventure,"mystery,scifi",false,Absurd espionage pixel comedy. Dadaist spy comedy highly original.
182,2014,Neverending Nightmares,Adventure,"horror,mystery",false,Psychological B&W pixel horror inspired by the developer real neuroses.
183,2014,Shadowgate,Adventure,"mystery,classic,rpg",false,NES classic remake. Dark fantasy pixel castle deadly puzzles.
184,2014,Shovel Knight,Action,"classic,rpg",false,Impeccable NES-tribute pixel platformer. Memorable characters.
185,2014,The Samaritan Paradox,P&C,"mystery,noir",false,Swedish translator investigates a mysterious manuscript. Scandinavian pixel P&C.
186,2014,Transistor,Action,"scifi,noir,cyberpunk",false,Futuristic isometric pixel action RPG. Poetic narrative sublime music.
187,2013,Device 6,Puzzle,"mystery,scifi",false,Text as labyrinth. Pixel narrative thriller on an experimental island.
188,2013,Don't Starve,Adventure,"horror,mystery",false,Tim Burton-esque gothic pixel horror. Survive in the dark.
189,2013,Kentucky Route Zero Act I,Narrative,"mystery,scifi",false,American magic realism a trucker on a secret highway. Impressionist pixel.
190,2013,Papers Please,Adventure,"mystery,scifi,noir",false,Border agent in a totalitarian state. Grey pixel brilliant slow moral thriller.
191,2013,The Last Door,P&C,"horror,mystery",false,Victorian gothic horror in low-resolution pixel. Lovecraft + Poe.
192,2013,Year Walk,Adventure,"horror,mystery",false,Dark Swedish folklore. Unique horror atmosphere pixel adventure.
193,2012,Blackwell Deception,P&C,"mystery,noir",false,Blackwell series. Rosangela and Joey vs cult. Noir pixel NYC.
194,2012,Botanicula,Puzzle,"mystery,cozy",false,Amanita Design. Five tree-creatures save the last seed. Poetic pixel.
195,2012,Deponia,P&C,"mystery,classic",false,Daedalic. Most popular P&C trilogy of the 2010s revival. Rufus's comic disasters on a garbage planet. Brilliant comic pixel art style.
196,2012,FTL: Faster Than Light,RPG,"scifi,rpg",false,Space roguelite management. Minimalist pixel life-or-death decisions.
197,2012,Hotline Miami,Action,"cyberpunk,noir,horror",false,Violent neon 80s top-down. Visceral pixel distorted narrative.
198,2012,Lone Survivor,Adventure,"horror,mystery",false,Minimalist pixel survival horror. Survivor in a devastated city.
199,2012,Mark of the Ninja,Action,"mystery,noir",false,Impeccable 2D pixel stealth. Urban ninja with moral decisions.
200,2012,Primordia,P&C,"scifi,mystery,noir",false,Post-apocalyptic robot seeks its origins. Dystopian pixel P&C existential philosophy.
201,2012,Resonance,P&C,"scifi,mystery",false,Wadjet Eye. A physicist dies 4 characters search for his secret.
202,2012,Superbrothers: Sword & Sworcery EP,Adventure,"mystery,cozy,rpg",false,Iconic avant-garde pixel art. Jimguthrie music lunar rhythm.
203,2012,The Silent Age,Adventure,"mystery,scifi",false,70s post-apocalyptic time travel. Elegant monochromatic pixel P&C.
204,2011,Bastion,Action,"mystery,rpg,scifi",false,Omniscient narrator pixel action RPG. Extraordinary isometric art.
205,2011,Blackwell Desolation,P&C,"mystery,noir",false,Fourth Blackwell episode. Rosangela and Joey complex cases NYC pixel.
206,2011,Gemini Rue,P&C,"noir,scifi,mystery",true,Noir sci-fi on a rainy planet. Conditioned memory cyberpunk pixel P&C. Masterpiece.
207,2011,Sequence,RPG,"scifi,rpg",false,RPG with rhythm and crafting set in a digital purgatory.
208,2011,To the Moon,Narrative,"mystery,cozy,rpg",true,Scientists alter a dying man last memory. Pixel RPG that makes you cry.
209,2010,Amnesia: The Dark Descent,Adventure,"horror,mystery",false,Horror atmospheric masterpiece. Psychological terror without combat.
210,2010,Limbo,Puzzle,"mystery,horror",false,B&W silhouette pixel puzzle. Dreamy dark atmosphere. Indie masterpiece.
211,2010,Monkey Island 2 SE: LeChuck's Revenge,P&C,"classic,mystery",false,LucasArts 91 remastered HD. Original pixel selectable.
212,2010,Puzzle Agent,Adventure,"mystery,noir",false,FBI agent solves puzzles in a frozen town. Cartoon pixel Fargo-esque.
213,2009,Machinarium,Puzzle,"scifi,mystery,cozy",false,Amanita Design. Robot in a mechanical city. Text-free hand-drawn pixel P&C puzzle.
214,2009,The Book of Unwritten Tales,P&C,"mystery,classic",false,KING Art. Excellent fantasy P&C revival with polished pixel art. Sharp wit and a large cult following.
215,2009,The Secret of Monkey Island Special Edition,P&C,"classic,mystery",true,LucasArts 90 remastered. Original pixel available. Foundational.
216,2009,Zack & Wiki: Quest for Barbaros' Treasure,P&C,"classic,mystery",false,Capcom pixel puzzle P&C. Pirates inventive puzzles.
217,2008,Blackwell Convergence,P&C,"mystery,noir",false,Blackwell series. Medium detective and ghost Joey resolve NYC hauntings.
218,2008,Edna & Harvey: The Breakout,P&C,"mystery,horror",false,Daedalic. First major German P&C success. Girl escapes a psychiatric clinic with her talking rabbit. Dark retro pixel comedy.
219,2008,Still Life 2,P&C,"noir,mystery",false,Cross-temporal pixel detective thriller two women two eras.
220,2007,Blackwell Unbound,P&C,"mystery,noir,classic",false,Blackwell prequel 1973. Rosangelas aunt as medium. Vintage NYC pixel.
221,2007,The Whispered World,P&C,"mystery,cozy",false,Melancholic pixel P&C. Goblin protagonist in a doomed fantasy world.
222,2006,Blackwell Legacy,P&C,"mystery,noir,classic",false,Blackwell series start. Rosangela discovers she is a medium.
223,2005,Ankh,P&C,"mystery,classic",false,Egyptian comic pixel P&C. Pharaohs curse comedic adventure.
224,2005,Samorost 2,Puzzle,"mystery,cozy,scifi",false,Amanita Design. Space gnome pixel sequel. Poetic text-free puzzle.
