num,year,title,genre,tags,star,note
51,2023,The Excavation of Hob's Barrow,P&C,"horror,mystery",false,Gothic horror victoriano nel Yorkshire. Atmosfera inquietante lenta.
52,2023,Venba,Narrativo,cozy,false,Immigrazione indiana raccontata attraverso ricette. Emotivo e breve.
53,2022,ANNO: Mutationem,Action,"cyberpunk,scifi",false,Action RPG cyberpunk alternanza 3D/2D pixel. Neon megacorp hacker.
54,2022,Chained Echoes,GDR,"fantasy,retro",false,"Matthias Linda (sviluppatore unico). JRPG in stile SNES con mech, draghi e sistema di combattimento a overdrive. Considerato all'altezza di Chrono Trigger. Pixel art 16-bit magistrale."
55,2022,Chinatown Detective Agency,P&C,"noir,mystery,cyberpunk",false,Detective futuristica Singapore 2032. Puzzle geografici reali.
56,2022,Citizen Sleeper,Narrativo,"scifi,cyberpunk",false,Corpo robotico dadi sopravvivenza su stazione spaziale.
57,2022,Cult of the Lamb,RPG,"horror,rpg",false,Roguelite pixel: guida una setta di animali. Oscuro e adorabile.
58,2022,Neon White,Action,"cyberpunk,scifi",false,FPS speedrun pixel art neon con visual novel tra le missioni.
59,2022,Nobody Saves the World,RPG,"rpg,mystery",false,RPG pixel shape-shifting. Trasformati in mostri per risolvere dungeon.
60,2022,Norco,P&C,"noir,mystery",false,Southern Gothic surreale in Louisiana. Scrittura straordinaria.
61,2022,Pentiment,Narrativo,"mystery,classic",false,RPG narrativo medievale Obsidian. Manoscritto illustrato stile XVI secolo.
62,2022,Perfect Tides,P&C,"cozy,mystery",false,P&C autobiografico adolescenza 2000. Coming-of-age toccante.
63,2022,Return to Monkey Island,P&C,"classic,mystery",false,Ron Gilbert torna con Guybrush. Humor e nostalgia intatti.
64,2022,Rogue Legacy 2,Roguelite,"action,fantasy",false,"Cellar Door Games. Roguelite metroidvania con generazioni di eroi con tratti unici. Ogni discendente eredita il castello. Pixel art colorata, classi infinite, loop irresistibile."
65,2022,Signalis,Adventure,"horror,scifi,noir",true,Survival horror distopico con robot replicanti. Influenza Silent Hill. Capolavoro.
66,2022,Strange Horticulture,Adventure,"mystery,horror",false,Erborista occultista. Pixel mystery rilassante con libri e mappe.
67,2022,Tinykin,Adventure,"cozy,mystery",false,Esploratore pixelato in casa gigante con creature minuscole. Charme totale.
68,2022,Tunic,Adventure,"mystery,classic",false,Avventura isometrica pixel ispirata a Zelda con manuale da decifrare.
69,2022,Vampire Survivors,Action,"horror,rpg",false,Roguelite pixel fenomeno globale. Sopravvivi orde di mostri in auto-attacco frenetico.
70,2021,Backbone,Adventure,"noir,cyberpunk,mystery",true,Procione detective Vancouver distopica. Pixel alta risoluzione.
71,2021,Chicory: A Colorful Tale,Adventure,"cozy,mystery",false,Avventura pixel in bianco e nero da colorare. Commovente e unica di Greg Lobanov.
72,2021,Deltarune Chapter 2,RPG,"mystery,rpg",false,Sequel Undertale. Pixel espressivo umorismo e malinconia.
73,2021,Disco Elysium: The Final Cut,RPG,"noir,mystery,rpg",true,Capolavoro assoluto. Detective in crisi esistenziale RPG solo dialogo. GOTY.
74,2021,Eastward,RPG,"rpg,scifi",false,Action RPG padre-figlia post-apoc. Grafica mozzafiato.
75,2021,Hoa,Puzzle,"cozy,mystery",false,Platformer puzzle pixel art tenero ispirato a Studio Ghibli.
76,2021,Inscryption,RPG,"horror,mystery,rpg",true,Roguelike narrativo meta-horror con carte. Strato dopo strato svela segreti oscuri. Capolavoro.
77,2021,Lacuna: A Sci-Fi Noir Adventure,P&C,"noir,scifi,mystery",false,Detective p&c su pianeta alieno crisi politica. Pixel cyberpunk.
78,2021,Lake,Narrativo,cozy,false,Postina in cittadina anni 80. Lento rilassante storia di scelte.
79,2021,Loop Hero,RPG,"rpg,mystery",false,Roguelike loop pixel ricostruisci il mondo pezzo per pezzo.
80,2021,Minute of Islands,Adventure,"mystery,scifi",false,Avventura pixel solitaria in mondo di isole galleggianti. Toni bui poetici.
81,2021,Narita Boy,Action,"cyberpunk,scifi",false,Action pixel cyberpunk neon anni 80. Estetica synth straordinaria di Studio Koba.
82,2021,Olija,Action,"mystery,horror",false,Action pixel oscuro e poetico con arpione. Ambientazione isolana misteriosa e onirica.
83,2021,Papetura,Puzzle,"mystery,cozy",false,Tutto fatto di carta. Silenzioso onirico pixel artigianale.
84,2021,Roki,Adventure,"mystery,cozy",false,Avventura pixel nordica con folklore scandinavo. Tenero e oscuro insieme.
85,2021,The Forgotten City,Adventure,"mystery,classic,scifi",false,Mystery romano in loop temporale. Remake mod Skyrim diventato standalone.
86,2021,Toem,Adventure,cozy,false,Avventura fotografica pixel cozy. Risolvi problemi della comunita scattando foto.
87,2021,Unpacking,Narrativo,cozy,false,Disfare scatole = raccontare una vita. Zen poetico pixel domestico.
88,2021,Voice of Cards: The Isle Dragon Roars,RPG,"rpg,mystery",false,RPG completamente su carte disegnate. Narrazione orale pixel.
89,2021,Wildermyth,RPG,"rpg,mystery",false,Tactical RPG con generazione procedurale di storie pixel art.
90,2020,Carrion,Action,"horror,scifi",false,Horror pixel inverso: sei il mostro che terrorizza il laboratorio.
91,2020,Cloudpunk,Adventure,"cyberpunk,scifi,noir",true,Corriere notturna Neo-Hong Kong. Pixel 3D/2D narrativa ramificata.
92,2020,Coffee Talk,Narrativo,"cozy,cyberpunk",false,Barista Seattle fantasy con elfi e licantropi. Visual novel rilassante.
93,2020,Creaks,Puzzle,"mystery,horror",false,Amanita Design. Puzzle pixel in castello di creature-mobili. Arte surreale.
94,2020,Hades,Action,"rpg,mystery",false,Roguelite mitologico pixel modernissimo. Narrativa eccellente.
95,2020,Helltaker,Puzzle,"horror,mystery",false,Puzzle grid demoniaco con dialoghi sorprendenti. Pixel minimal stile.
96,2020,Interrogation: You Will Be Deceived,Adventure,"noir,mystery",false,Detective morale: interrogatori con scelte difficili. Pixel noir.
97,2020,Iron Lung,Adventure,"horror,scifi",false,Horror claustrofobico pixel in sottomarino su oceano di sangue.
98,2020,Murder by Numbers,Puzzle,"mystery,noir",false,Nonogram + detective anni 90. Pixel colorato musica synth.
99,2020,Omori,RPG,"horror,mystery,rpg",false,RPG psicologico su depressione e trauma. Due mondi pixel onirico. Capolavoro.
100,2020,Spiritfarer,Sim,"cozy,mystery",false,Gestisci un traghetto per anime. Commovente rilassante.
101,2020,Suzerain,Narrativo,"mystery,scifi,noir",false,Political RPG testuale. Sei un presidente con scelte morali impossibili. Pixel interface.
102,2020,Wildfire,Action,"mystery,scifi",false,Stealth pixel con poteri elementali in villaggio in fiamme.
103,2019,A Short Hike,Adventure,cozy,false,Breve avventura pixel su un'isola di montagna. Gemma cozy perfetta e memorabile.
104,2019,Baba Is You,Puzzle,mystery,false,Puzzle pixel dove le regole del gioco sono oggetti modificabili. Genio puro.
105,2019,Blasphemous,Action,"horror,mystery",false,Metroidvania horror pixel ispirato all'arte sacra spagnola. Oscuro brutale e bellissimo.
106,2019,Disco Elysium,RPG,"noir,mystery,rpg",true,Capolavoro. RPG solo-dialogo detective senza memoria mondo post-ideologico.
107,2019,Elsinore,Adventure,"mystery,classic",false,Ofelia in loop temporale durante Amleto. Pixel dialogo aperto scelte morali.
108,2019,Heaven's Vault,Adventure,"mystery,scifi",false,Archeologia linguistica su luna futuristica. Pixel narrative unica.
109,2019,Hypnospace Outlaw,Adventure,"mystery,scifi",false,Navighi un internet parallelo anni 90 come moderatore. Originalissimo.
110,2019,Indivisible,Action,"rpg,classic",false,Action RPG pixel arte mista ispirati a Valkyrie Profile e Skullgirls.
111,2019,Jenny LeClue: Detectivu,Adventure,"mystery,noir",false,Meta-narrativa: detective junior in citta tranquilla. Arte mista pixel.
112,2019,Katana Zero,Action,"cyberpunk,noir",false,Assassino a spada in citta neon. Action pixel feroce narrativa distorta.
113,2019,Little Misfortune,Adventure,"horror,mystery,cozy",false,Spinoff Fran Bow. Bambina segue voce misteriosa nel bosco. Pixel oscuro tenero.
114,2019,Lonely Mountains: Downhill,Action,cozy,false,MTB pixel art in montagne solitarie. Atmosfera meditativa score attack.
115,2019,Mutazione,Narrativo,"mystery,cozy",false,Visual novel mutation garden. Comunita post-apocalittica e storie familiari.
116,2019,Neo Cab,Narrativo,"cyberpunk,noir,mystery",false,Taxista in citta neon ultima umana in un mondo di auto autonome.
117,2019,Pathologic 2,Narrativo,"horror,mystery",false,Narrativo duro in citta in epidemia. Pixel distopico difficile e unico.
118,2019,Tales of the Neon Sea,P&C,"cyberpunk,noir,mystery",true,IL riferimento. Detective citta neon robot/umani. P&c pixel perfetto.
119,2019,Untitled Goose Game,Adventure,"cozy,mystery",false,Oca pixel disturba una tranquilla cittadina inglese. Puro caos rilassante.
120,2019,Whispers of a Machine,P&C,"scifi,mystery,noir",false,Detective cybernetic post-AI. P&c pixel nordic noir ottimamente doppiato.
121,2019,Yuppie Psycho,Adventure,"horror,mystery",false,Primo giorno in megacorpo. Horror pixel satira aziendale e occulto.
122,2018,Celeste,Action,"mystery,cozy",false,Platformer pixel su scalata emotiva. Metafora depressione meccaniche perfette.
123,2018,CrossCode,RPG,"scifi,rpg",false,Action RPG pixel ambientato in un MMORPG del futuro. Puzzle eccellenti.
124,2018,Dead Cells,Action,"horror,rpg,scifi",false,Roguelite metroidvania pixel. Combattimento fluido lore a frammenti.
125,2018,Deltarune Chapter 1,RPG,"mystery,rpg",false,Prologo Deltarune di Toby Fox. Pixel RPG pacifismo vs combattimento.
126,2018,FAR: Lone Sails,Adventure,"mystery,scifi,cozy",false,Avventura silenziosa pixel post-apoc. Guidi un veicolo solitario nel deserto.
127,2018,Hero-U: Rogue to Redemption,RPG,"rpg,mystery,classic",false,RPG narrativo Sierra alumni. Scuola di ladri pixel dialogo ricco.
128,2018,Into the Breach,Puzzle,"scifi,rpg",false,Mech tattici nel futuro pixel. Puzzle strategico roguelite capolavoro.
129,2018,Lamplight City,P&C,"noir,mystery",false,Grundislav Games. Detective vittoriano steampunk. P&C pixel noir narrativa ramificata oscura.
130,2018,Minit,Adventure,"mystery,cozy",false,B&N: 60 secondi poi si muore e si riparte. Geniale.
131,2018,Omensight,Action,"mystery,scifi",false,Uccidi il killer prima che distrugga il mondo. Loop temporale pixel.
132,2018,Orwell: Ignorance is Strength,Adventure,"scifi,mystery,noir",false,Sorveglianza di stato propaganda verita vs bugie. Thriller pixel.
133,2018,Return of the Obra Dinn,Puzzle,"mystery,noir,classic",true,Capolavoro Lucas Pope. Ricostruisci la morte di 60 marinai. Mono pixel unico. GOTY 2018.
134,2018,The Red Strings Club,Adventure,"cyberpunk,noir,scifi",false,Barista hacker robot memoria programmata. Pixel cyberpunk etico.
135,2018,Unavowed,P&C,"mystery,scifi",false,Wadjet Eye. Possessione demoniaca cacciatori soprannaturale NYC pixel.
136,2018,Wandersong,Adventure,"cozy,mystery",false,Bardo pixel che salva il mondo cantando. Colorato gioioso e con un cuore enorme.
137,2017,A Hat in Time,Action,"cozy,mystery",false,3D platformer con estetica pixel. Carisma enormissimo avventura cartoon.
138,2017,Battle Chef Brigade,RPG,"cozy,mystery",false,Cooking + combattimento pixel. Torneo di cucina in mondo fantasy.
139,2017,Detention,Adventure,"horror,mystery",false,Taiwan anni 60 legge marziale. Horror p&c con mitologia taoista straziante.
140,2017,Doki Doki Literature Club,Narrativo,"horror,mystery",false,Visual novel che si rompe. Meta-horror psicologico gratuito. Inizia innocente finisce oscuro.
141,2017,Finding Paradise,Narrativo,"mystery,cozy",false,Sequel To the Moon. Scienziati alterano memorie prima della morte.
142,2017,Full Throttle Remastered,P&C,"classic,noir",false,LucasArts 95 rimasterizzato. Biker road movie pixel/HD selezionabile.
143,2017,Golf Story,RPG,"cozy,rpg",false,Golf pixel con storia di redenzione sportiva. Mix unico genre.
144,2017,Hollow Knight,Action,"mystery,horror,scifi",true,Metroidvania pixel fondamentale. Insetto cavaliere in regno sotterraneo oscuro. Capolavoro.
145,2017,Night in the Woods,Adventure,"mystery,cozy,horror",false,Gattina torna in citta natale misteri e declino. Pixel sidescroller narrativo.
146,2017,Paradigm,P&C,"scifi,mystery",false,Mutante in futuro post-apoc est Europa. P&c pixel surreale humor dark.
147,2017,Rakuen,RPG,"cozy,mystery,rpg",false,Bambino in ospedale esplora mondo fantastico. RPG pixel narrativo emotivo.
148,2017,Slime Rancher,Sim,"cozy,scifi",false,Ranch di slime pixel. Esplorare pianeta alieno raccogliere creature.
149,2017,The Darkside Detective,P&C,"mystery,horror",false,Spooky Doorway. P&C pixel episodico detective comico-horror. Arte low-res affascinante. Cult.
150,2017,The Sexy Brutale,Adventure,"mystery,horror",false,Masquerade in loop: salva tutti i guest dal killer ogni giorno.
151,2017,Thimbleweed Park,P&C,"mystery,noir,classic",false,Ron Gilbert & Winnick. X-Files + Monkey Island in citta bizzarra.
152,2017,Tokyo Dark,Adventure,"noir,horror,mystery",false,Detective Tokyo scomparsa partner spirito oscuro. Pixel giapponese.
153,2016,Darkest Dungeon,RPG,"horror,rpg",false,Gothic horror roguelite gestionale. Stress sanita mentale pixel oscurissimo.
154,2016,Day of the Tentacle Remastered,P&C,"classic,mystery",false,LucasArts 93 rimasterizzato. Pixel originale selezionabile.
155,2016,Hyper Light Drifter,Action,"mystery,scifi",false,Action RPG pixel senza testo. Lore visiva post-apoc magnificente.
156,2016,Kathy Rain,P&C,"noir,mystery",false,Studentessa-detective anni 90. P&c pixel classico atmosfera Twin Peaks.
157,2016,OneShot,Adventure,"mystery,scifi,rpg",false,Pixel RPG meta: il gioco sa che stai giocando. Puzzle unici lore enorme.
158,2016,Orwell: Keeping an Eye on You,Adventure,"scifi,mystery,noir",false,Analista sorveglianza di massa. Thriller pixel interface dilemmi morali.
159,2016,Owlboy,Adventure,"mystery,classic",false,Pixel art maestosa sviluppata in 9 anni. Avventura commovente con un gufo muto.
160,2016,Pony Island,Puzzle,"horror,mystery",false,Meta-horror pixel. Un gioco arcade in cui qualcosa non va. Breve e disturbante.
161,2016,Punch Club,RPG,"rpg,mystery",false,Gestionale pixel di un pugile. Stile anni 80-90 con misteri e combattimenti.
162,2016,Rusty Lake: Roots,Puzzle,"horror,mystery",false,Rusty Lake serie. Puzzle escape-room pixel narrativo oscuro generazionale.
163,2016,Samorost 3,Puzzle,"mystery,cozy,scifi",false,Amanita Design. Gnomo spaziale pixel poetico. Puzzle senza testo universo onirico.
164,2016,Shardlight,P&C,"scifi,noir,mystery",false,Wadjet Eye. Post-apocalisse epidemia rivoluzione. P&c pixel distopico.
165,2016,Stardew Valley,Sim,"cozy,rpg",false,Farming sim pixel con storia di fuga dalla megacorpo. Cult generazionale.
166,2016,VA-11 Hall-A: Cyberpunk Bartender Action,Narrativo,"cyberpunk,cozy,scifi",true,Barista in distopia neon. Visual novel conversazionale cocktail cult assoluto.
167,2015,Cube Escape: Seasons,Puzzle,"horror,mystery",false,Prima Rusty Lake. Escape room pixel gratuita con lore ricchissima crescente.
168,2015,Dropsy,Adventure,"mystery,cozy",false,Clown deformato cerca amore. Pixel senza testo puro feeling.
169,2015,Fran Bow,Adventure,"horror,mystery",false,Bambina in istituto psichiatrico con gatto nero. Horror pixel oscuro e tenero. Cult.
170,2015,Grim Fandango Remastered,P&C,"noir,classic,mystery",false,LucasArts 98 rimasterizzato. Manny Calavera detective nellaldila messicano.
171,2015,Oxenfree,Adventure,"mystery,horror",false,Teenager apre portale radio su isola. Narrativa branching pixel modernissima.
172,2015,Read Only Memories,Adventure,"cyberpunk,scifi,mystery",false,Neo-SF 2064 robot sentiente amico. P&c pixel cyberpunk LGBTQ positivo.
173,2015,Stasis,P&C,"horror,scifi",false,Horror sci-fi su astronave abbandonata. P&c isometrico pixel.
174,2015,Technobabylon,P&C,"cyberpunk,scifi,noir",false,P&c cyberpunk distopico AI droga neurale. Pixel dettagliata dialoghi ricchi.
175,2015,The Detail,Adventure,"noir,mystery",false,Noir episodico in citta criminale. Scelte morali detective pixel.
176,2015,Undertale,RPG,"mystery,rpg,classic",true,RPG che capovolge il genere: non uccidere nessuno. Toby Fox. Capolavoro indie assoluto.
177,2014,80 Days,Adventure,"mystery,classic,scifi",false,Jules Verne steampunk pixel. Giro mondo 80 giorni branching massiccio.
178,2014,A Bird Story,Narrativo,"cozy,mystery",false,Prequel To the Moon. Breve senza parole pixel tenero su un uccellino.
179,2014,Always Sometimes Monsters,RPG,"noir,mystery,rpg",false,RPG narrativo sulle scelte morali quotidiane. Pixel art realista.
180,2014,Blackwell Epiphany,P&C,"mystery,noir,classic",false,Finale serie Blackwell. Rosangela e Joey medium detective NYC pixel.
181,2014,Jazzpunk,Adventure,"mystery,scifi",false,Commedia assurda spionaggio pixel. Spy comedy dadaista originalissima.
182,2014,Neverending Nightmares,Adventure,"horror,mystery",false,Horror psicologico B&N pixel ispirato alle nevrosi reali dello sviluppatore.
183,2014,Shadowgate,Adventure,"mystery,classic,rpg",false,Remake classico NES. Castello dark fantasy pixel puzzle mortali.
184,2014,Shovel Knight,Action,"classic,rpg",false,Platformer pixel omaggio NES impeccabile. Personaggi memorabili.
185,2014,The Samaritan Paradox,P&C,"mystery,noir",false,Traduttore svedese indaga manoscritto misterioso. P&c pixel scandinavo.
186,2014,Transistor,Action,"scifi,noir,cyberpunk",false,Action RPG pixel isometrico futuristico. Narrativa poetica musica sublime.
187,2013,Device 6,Puzzle,"mystery,scifi",false,Testo come labirinto. Thriller pixel narrativo su isola sperimentale.
188,2013,Don't Starve,Adventure,"horror,mystery",false,Survival horror pixel gotico Tim Burton. Sopravvivi nel buio.
189,2013,Kentucky Route Zero Act I,Narrativo,"mystery,scifi",false,Magic realism americano camionista su autostrada segreta. Pixel impressionista.
190,2013,Papers Please,Adventure,"mystery,scifi,noir",false,Doganiere in stato totalitario. Pixel grigio thriller morale brillante.
191,2013,The Last Door,P&C,"horror,mystery",false,Victorian gothic horror pixel bassa risoluzione. Lovecraft + Poe.
192,2013,Year Walk,Adventure,"horror,mystery",false,Folklore svedese oscuro. Avventura pixel horror atmosfera unica.
193,2012,Blackwell Deception,P&C,"mystery,noir",false,Serie Blackwell. Rosangela e Joey vs cult. Pixel noir NYC.
194,2012,Botanicula,Puzzle,"mystery,cozy",false,Amanita Design. Cinque creature-albero salvano l ultimo seme. Pixel poetico.
195,2012,Deponia,P&C,"mystery,classic",false,Daedalic. Trilogia P&C piu popolare del revival anni 2010. Disastri comici di Rufus su un pianeta-discarica. Comic pixel art brillante.
196,2012,FTL: Faster Than Light,RPG,"scifi,rpg",false,Roguelite spaziale gestionale. Pixel minimalista decisioni vita/morte.
197,2012,Hotline Miami,Action,"cyberpunk,noir,horror",false,Top-down violento neon 80s. Pixel viscerale narrativa distorta.
198,2012,Lone Survivor,Adventure,"horror,mystery",false,Survival horror pixel minimalista. Sopravvissuto in citta devastata.
199,2012,Mark of the Ninja,Action,"mystery,noir",false,Stealth 2D pixel impeccabile. Ninja urbano con decisioni morali.
200,2012,Primordia,P&C,"scifi,mystery,noir",false,Robot post-apocalittico cerca origini. P&c pixel distopico filosofia esistenziale.
201,2012,Resonance,P&C,"scifi,mystery",false,Wadjet Eye. Fisico muore 4 personaggi cercano il segreto.
202,2012,Superbrothers: Sword & Sworcery EP,Adventure,"mystery,cozy,rpg",false,Pixel art avant-garde iconico. Musica Jimguthrie ritmo lunare.
203,2012,The Silent Age,Adventure,"mystery,scifi",false,Anni 70 viaggio nel tempo post-apoc. P&c pixel monocromatico elegante.
204,2011,Bastion,Action,"mystery,rpg,scifi",false,Action RPG pixel narratore onnisciente. Arte isometrica straordinaria.
205,2011,Blackwell Desolation,P&C,"mystery,noir",false,Quarto episodio della serie Blackwell. Rosangela e Joey affrontano casi complessi a New York.
206,2011,Gemini Rue,P&C,"noir,scifi,mystery",true,Noir sci-fi su pianeta piovoso. P&c pixel cyberpunk memoria condizionata. Capolavoro.
207,2011,Sequence,RPG,"scifi,rpg",false,RPG con ritmo e crafting ambientato in purgatorio digitale.
208,2011,To the Moon,Narrativo,"mystery,cozy,rpg",true,Scienziati alterano ultima memoria di un moribondo. RPG pixel che fa piangere.
209,2010,Amnesia: The Dark Descent,Adventure,"horror,mystery",false,Horror atmosferico capolavoro. Terrore psicologico senza combattimento.
210,2010,Limbo,Puzzle,"mystery,horror",false,Puzzle pixel B&N silhouette. Atmosfera onirica oscura. Capolavoro indie.
211,2010,Monkey Island 2 SE: LeChuck's Revenge,P&C,"classic,mystery",false,LucasArts 91 rimasterizzato HD. Pixel originale selezionabile.
212,2010,Puzzle Agent,Adventure,"mystery,noir",false,FBI risolve puzzle in citta ghiacciata. Pixel stile cartoon Fargo-esque.
213,2009,Machinarium,Puzzle,"scifi,mystery,cozy",false,Amanita Design. Robot in citta meccanica. P&c puzzle pixel hand-drawn senza testo.
